AppRevenue,OpenApp,OpenAd,AdRevenue,ReferralFee
0.0,0.0,0.0,0.0,0.0
2.416745114880867,1.0,0.0,0.0,0.25
2.634607546834191,1.0,0.0,0.0,0.25
0.0,0.0,0.0,0.0,0.0
1.8720089593937925,1.0,0.0,0.0,0.25
2.9374687579512164,1.0,0.0,0.0,0.25
0.4535426628128315,1.0,0.0,0.0,0.25
1.244400251122085,1.0,0.0,0.0,0.25
0.10995358839210567,1.0,0.0,0.0,0.25
0.8517039751823058,1.0,0.0,0.0,0.25
2.4207761089183677,1.0,0.0,0.0,0.25
0.0,0.0,0.0,0.0,0.0
2.1955977327661076,1.0,0.0,0.0,0.25
2.8375110175621443,1.0,0.0,0.0,0.25
2.044752641802549,1.0,0.0,0.0,0.25
0.0,0.0,0.0,0.0,0.0
2.546768821420369,1.0,0.0,0.0,0.25
0.0,0.0,0.0,0.0,0.0
1.6703295421104984,1.0,0.0,0.0,0.25
2.9896434440204547,1.0,0.0,0.0,0.25
0.1614900587481305,1.0,0.0,0.0,0.25
0.5616552927575603,1.0,0.0,0.0,0.25
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.33822650036943797,1.0,0.0,0.0,0.25
1.5743095738511022,1.0,0.0,0.0,0.25
2.44746357196464,1.0,0.0,0.0,0.25
2.653806490823202,1.0,0.0,0.0,0.25
2.0324159082880398,1.0,0.0,0.0,0.25
0.0,0.0,0.0,0.0,0.0
2.898174550684432,1.0,0.0,0.0,0.25
1.0731958633849545,1.0,0.0,0.0,0.25
2.481224928212709,1.0,0.0,0.0,0.25
2.840406974732902,1.0,0.0,0.0,0.25
1.080551408614552,1.0,0.0,0.0,0.25
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
2.300115177577836,1.0,0.0,0.0,0.25
0.3333232396056402,1.0,0.0,0.0,0.25
0.6743394269498957,1.0,0.0,0.0,0.25
0.0,0.0,0.0,0.0,0.0
1.1177122292591941,1.0,0.0,0.0,0.25
1.2255131777179835,1.0,0.0,0.0,0.25
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
2.533383990562482,1.0,0.0,0.0,0.25
0.4179401410494437,1.0,0.0,0.0,0.25
2.807359524236287,1.0,0.0,0.0,0.25
0.0,0.0,0.0,0.0,0.0
2.792976457858561,1.0,0.0,0.0,0.25
2.007183525746273,1.0,0.0,0.0,0.25
0.8948239728392364,1.0,0.0,0.0,0.25
2.5908043958584765,1.0,0.0,0.0,0.25
1.186515090071062,1.0,0.0,0.0,0.25
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
1.8749163721801154,1.0,0.0,0.0,0.25
1.4157390962596024,1.0,0.0,0.0,0.25
0.0,0.0,0.0,0.0,0.0
1.7431070654906387,1.0,0.0,0.0,0.25
0.9038472340343718,1.0,0.0,0.0,0.25
2.8277557905251367,1.0,0.0,0.0,0.25
0.515961255968184,1.0,0.0,0.0,0.25
0.1849275984869697,1.0,0.0,0.0,0.25
0.8841781620283197,1.0,0.0,0.0,0.25
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
